,맥주이름,년,평점
540,Hite D (Dry Finish), 2012,2.6538461538461537
541,Hite D (Dry Finish), 2013,1.9857142857142858
542,Hite D (Dry Finish), 2014,2.011111111111111
543,Hite D (Dry Finish), 2015,2.14
544,Hite D (Dry Finish), 2016,1.3
545,Hite D (Dry Finish), 2017,1.8666666666666665
546,Hite D (Dry Finish), 2018,1.4
547,Hite Extra Cold, 2017,2.1461538461538465
548,Hite Extra Cold, 2018,1.8
549,Hite Extra Cold, 2019,2.5272727272727273
550,Hite Extra Cold, 2020,2.0500000000000003
551,Hite Extra Cold, 2021,2.1666666666666665
552,Hite Prime Max, 2002,1.2
553,Hite Prime Max, 2003,1.55
554,Hite Prime Max, 2004,1.95
555,Hite Prime Max, 2005,2.25
556,Hite Prime Max, 2006,1.7625
557,Hite Prime Max, 2007,1.9
558,Hite Prime Max, 2008,2.011111111111111
559,Hite Prime Max, 2009,1.5125
560,Hite Prime Max, 2010,1.7333333333333334
561,Hite Prime Max, 2011,1.5285714285714285
562,Hite Prime Max, 2012,2.0
563,Hite Prime Max, 2013,1.7399999999999998
564,Hite Prime Max, 2014,1.7999999999999998
565,Hite Prime Max, 2015,2.161538461538462
566,Hite Prime Max, 2016,1.8999999999999997
567,Hite Prime Max, 2017,2.5
568,Hite Prime Max, 2018,1.9833333333333334
569,Hite Prime Max, 2019,2.44
570,Hoegaarden, 2000,4.090909090909091
571,Hoegaarden, 2001,4.082352941176471
572,Hoegaarden, 2002,3.6566037735849055
573,Hoegaarden, 2003,3.6360975609756094
574,Hoegaarden, 2004,3.5849056603773586
575,Hoegaarden, 2005,3.5781132075471698
576,Hoegaarden, 2006,3.556272401433692
577,Hoegaarden, 2007,3.492391304347826
578,Hoegaarden, 2008,3.54564705882353
579,Hoegaarden, 2009,3.436501901140684
580,Hoegaarden, 2010,3.428444444444444
581,Hoegaarden, 2011,3.48
582,Hoegaarden, 2012,3.5114754098360654
583,Hoegaarden, 2013,3.48006230529595
584,Hoegaarden, 2014,3.4589225589225587
585,Hoegaarden, 2015,3.5137037037037038
586,Hoegaarden, 2016,3.506829268292683
587,Hoegaarden, 2017,3.414857142857143
588,Hoegaarden, 2018,3.430392156862745
589,Hoegaarden, 2019,3.525
590,Hoegaarden, 2020,3.5075000000000003
591,Hoegaarden, 2021,3.513793103448276
592,Hoegaarden Cherry, 2017,2.05
593,Hoegaarden Cherry, 2018,3.6
594,Hoegaarden Rosée, 2007,2.3473684210526318
595,Hoegaarden Rosée, 2008,2.598181818181818
596,Hoegaarden Rosée, 2009,2.188
597,Hoegaarden Rosée, 2010,2.625
598,Hoegaarden Rosée, 2011,2.428888888888889
599,Hoegaarden Rosée, 2012,2.526666666666667
600,Hoegaarden Rosée, 2013,2.3925925925925924
601,Hoegaarden Rosée, 2014,2.498076923076923
602,Hoegaarden Rosée, 2015,2.484
603,Hoegaarden Rosée, 2016,2.592857142857143
604,Hoegaarden Rosée, 2017,2.7348837209302324
605,Hoegaarden Rosée, 2018,2.48
606,Hoegaarden Rosée, 2019,2.8347826086956522
607,Hoegaarden Rosée, 2020,2.853846153846154
608,Hoegaarden Rosée, 2021,2.966666666666667
609,Holsten Premium Bier, 2001,2.87
610,Holsten Premium Bier, 2002,2.476
611,Holsten Premium Bier, 2003,2.4466666666666668
612,Holsten Premium Bier, 2004,2.466666666666667
613,Holsten Premium Bier, 2005,2.2869565217391306
614,Holsten Premium Bier, 2006,2.341379310344828
615,Holsten Premium Bier, 2007,2.3205128205128207
616,Holsten Premium Bier, 2008,2.4709677419354836
617,Holsten Premium Bier, 2009,2.26
618,Holsten Premium Bier, 2010,2.4318181818181817
619,Holsten Premium Bier, 2011,2.283333333333333
620,Holsten Premium Bier, 2012,2.3275862068965516
621,Holsten Premium Bier, 2013,2.2666666666666666
622,Holsten Premium Bier, 2014,2.231034482758621
623,Holsten Premium Bier, 2015,2.3684210526315788
624,Holsten Premium Bier, 2016,2.3583333333333334
625,Holsten Premium Bier, 2017,2.5933333333333333
626,Holsten Premium Bier, 2018,2.2916666666666665
627,Holsten Premium Bier, 2019,2.45
628,Holsten Premium Bier, 2020,2.3333333333333335
629,Holsten Premium Bier, 2021,1.3
630,Jeju Wit Ale, 2017,3.55
631,Jeju Wit Ale, 2018,3.2
632,Jeju Wit Ale, 2019,2.4
633,Jeju Wit Ale, 2020,3.2
634,Kirin Ichiban, 2000,2.1333333333333333
635,Kirin Ichiban, 2001,2.548148148148148
636,Kirin Ichiban, 2002,2.282608695652174
637,Kirin Ichiban, 2003,2.216666666666667
638,Kirin Ichiban, 2004,2.10379746835443
639,Kirin Ichiban, 2005,2.0561643835616437
640,Kirin Ichiban, 2006,2.1581395348837207
641,Kirin Ichiban, 2007,2.130188679245283
642,Kirin Ichiban, 2008,2.15
643,Kirin Ichiban, 2009,2.0373831775700935
644,Kirin Ichiban, 2010,2.0816326530612246
645,Kirin Ichiban, 2011,2.2550458715596333
646,Kirin Ichiban, 2012,2.261585365853658
647,Kirin Ichiban, 2013,2.13416149068323
648,Kirin Ichiban, 2014,2.2664335664335664
649,Kirin Ichiban, 2015,2.3019417475728154
650,Kirin Ichiban, 2016,2.3666666666666667
651,Kirin Ichiban, 2017,2.62
652,Kirin Ichiban, 2018,2.453623188405797
653,Kirin Ichiban, 2019,2.42
654,Kirin Ichiban, 2020,2.396
655,Kirin Ichiban, 2021,2.384210526315789
656,Kloud Fitz Super Clear, 2017,2.566666666666667
657,Kloud Fitz Super Clear, 2018,1.9214285714285713
658,Kloud Fitz Super Clear, 2019,1.8800000000000001
659,Kloud Fitz Super Clear, 2020,1.7
660,Kloud Fitz Super Clear, 2021,0.5
661,Kloud Original Gravity, 2014,2.2857142857142856
662,Kloud Original Gravity, 2015,2.3846153846153846
663,Kloud Original Gravity, 2016,2.323529411764706
664,Kloud Original Gravity, 2017,2.268421052631579
665,Kloud Original Gravity, 2018,2.02
666,Kloud Original Gravity, 2019,2.50625
667,Kloud Original Gravity, 2020,2.5285714285714285
668,Kloud Original Gravity, 2021,2.4799999999999995
669,Kozel Černý (Dark) 10°, 2000,2.0
670,Kozel Černý (Dark) 10°, 2001,3.6166666666666667
671,Kozel Černý (Dark) 10°, 2002,3.553846153846154
672,Kozel Černý (Dark) 10°, 2003,3.3083333333333336
673,Kozel Černý (Dark) 10°, 2004,3.2636363636363637
674,Kozel Černý (Dark) 10°, 2005,3.217948717948718
675,Kozel Černý (Dark) 10°, 2006,3.1666666666666665
676,Kozel Černý (Dark) 10°, 2007,3.0568627450980395
677,Kozel Černý (Dark) 10°, 2008,3.0145454545454546
678,Kozel Černý (Dark) 10°, 2009,3.028205128205128
679,Kozel Černý (Dark) 10°, 2010,3.18125
680,Kozel Černý (Dark) 10°, 2011,2.8833333333333333
681,Kozel Černý (Dark) 10°, 2012,3.0359375
682,Kozel Černý (Dark) 10°, 2013,3.0183098591549298
683,Kozel Černý (Dark) 10°, 2014,2.998863636363636
684,Kozel Černý (Dark) 10°, 2015,2.8467889908256883
685,Kozel Černý (Dark) 10°, 2016,2.9511627906976745
686,Kozel Černý (Dark) 10°, 2017,2.778048780487805
687,Kozel Černý (Dark) 10°, 2018,3.0171875
688,Kozel Černý (Dark) 10°, 2019,2.9725806451612904
689,Kozel Černý (Dark) 10°, 2020,2.9344827586206894
690,Kozel Černý (Dark) 10°, 2021,2.984848484848485
691,Krombacher Weizen, 2007,3.0555555555555554
692,Krombacher Weizen, 2008,2.9705882352941178
693,Krombacher Weizen, 2009,3.1954545454545453
694,Krombacher Weizen, 2010,3.0823529411764703
695,Krombacher Weizen, 2011,3.01
696,Krombacher Weizen, 2012,3.1346153846153846
697,Krombacher Weizen, 2013,3.206382978723404
698,Krombacher Weizen, 2014,3.2
699,Krombacher Weizen, 2015,3.120833333333333
700,Krombacher Weizen, 2016,3.130357142857143
701,Krombacher Weizen, 2017,3.2214285714285715
702,Krombacher Weizen, 2018,3.070967741935484
703,Krombacher Weizen, 2019,3.0461538461538464
704,Krombacher Weizen, 2020,3.210526315789474
705,Krombacher Weizen, 2021,3.6
706,Kronenbourg 1664 Blanc, 2004,3.2222222222222223
707,Kronenbourg 1664 Blanc, 2005,2.664516129032258
708,Kronenbourg 1664 Blanc, 2006,2.7025
709,Kronenbourg 1664 Blanc, 2007,2.3913793103448273
710,Kronenbourg 1664 Blanc, 2008,2.7282051282051283
711,Kronenbourg 1664 Blanc, 2009,2.4272727272727272
712,Kronenbourg 1664 Blanc, 2010,2.835
713,Kronenbourg 1664 Blanc, 2011,2.8046511627906976
714,Kronenbourg 1664 Blanc, 2012,2.8249999999999997
715,Kronenbourg 1664 Blanc, 2013,2.8262626262626265
716,Kronenbourg 1664 Blanc, 2014,2.7731707317073173
717,Kronenbourg 1664 Blanc, 2015,2.8113636363636365
718,Kronenbourg 1664 Blanc, 2016,2.8208955223880596
719,Kronenbourg 1664 Blanc, 2017,2.8615384615384616
720,Kronenbourg 1664 Blanc, 2018,2.8559322033898304
721,Kronenbourg 1664 Blanc, 2019,2.8908045977011496
722,Kronenbourg 1664 Blanc, 2020,3.03125
723,Kronenbourg 1664 Blanc, 2021,2.95
724,Lapin Kulta IV A, 2001,1.6333333333333335
725,Lapin Kulta IV A, 2002,2.5357142857142856
726,Lapin Kulta IV A, 2003,1.8111111111111111
727,Lapin Kulta IV A, 2004,2.1636363636363636
728,Lapin Kulta IV A, 2005,2.1928571428571426
729,Lapin Kulta IV A, 2006,1.935
730,Lapin Kulta IV A, 2007,2.285
731,Lapin Kulta IV A, 2008,2.1944444444444446
732,Lapin Kulta IV A, 2009,2.2
733,Lapin Kulta IV A, 2010,2.216666666666667
734,Lapin Kulta IV A, 2011,2.3249999999999997
735,Lapin Kulta IV A, 2012,2.161764705882353
736,Lapin Kulta IV A, 2013,2.2090909090909094
737,Lapin Kulta IV A, 2014,2.1125000000000003
738,Lapin Kulta IV A, 2015,2.3227272727272728
739,Lapin Kulta IV A, 2016,1.9642857142857142
740,Lapin Kulta IV A, 2017,2.413333333333333
741,Lapin Kulta IV A, 2018,2.3884615384615384
742,Lapin Kulta IV A, 2019,2.38
743,Lapin Kulta IV A, 2020,2.3333333333333335
744,Lapin Kulta IV A, 2021,2.316666666666667
745,Leffe Brune / Bruin / Brown, 2000,3.05
746,Leffe Brune / Bruin / Brown, 2001,3.84
747,Leffe Brune / Bruin / Brown, 2002,3.5357142857142856
748,Leffe Brune / Bruin / Brown, 2003,3.3529411764705883
749,Leffe Brune / Bruin / Brown, 2004,3.483695652173913
750,Leffe Brune / Bruin / Brown, 2005,3.4408602150537635
751,Leffe Brune / Bruin / Brown, 2006,3.428421052631579
752,Leffe Brune / Bruin / Brown, 2007,3.5239436619718307
753,Leffe Brune / Bruin / Brown, 2008,3.4595419847328244
754,Leffe Brune / Bruin / Brown, 2009,3.4285714285714284
755,Leffe Brune / Bruin / Brown, 2010,3.451851851851852
756,Leffe Brune / Bruin / Brown, 2011,3.5094890510948904
757,Leffe Brune / Bruin / Brown, 2012,3.5781659388646285
758,Leffe Brune / Bruin / Brown, 2013,3.48744769874477
759,Leffe Brune / Bruin / Brown, 2014,3.474336283185841
760,Leffe Brune / Bruin / Brown, 2015,3.485416666666667
761,Leffe Brune / Bruin / Brown, 2016,3.4690322580645163
762,Leffe Brune / Bruin / Brown, 2017,3.457692307692308
763,Leffe Brune / Bruin / Brown, 2018,3.499019607843137
764,Leffe Brune / Bruin / Brown, 2019,3.358139534883721
765,Leffe Brune / Bruin / Brown, 2020,3.575
766,Leffe Brune / Bruin / Brown, 2021,3.5
767,Löwenbräu Original (4.2%), 2014,1.8909090909090909
768,Löwenbräu Original (4.2%), 2015,1.625
769,Löwenbräu Original (4.2%), 2016,2.275
770,Löwenbräu Original (4.2%), 2017,1.9333333333333333
771,Löwenbräu Original (4.2%), 2019,1.7
772,Miller Genuine Draft (MGD), 2000,1.64375
773,Miller Genuine Draft (MGD), 2001,1.7613207547169811
774,Miller Genuine Draft (MGD), 2002,1.78984375
775,Miller Genuine Draft (MGD), 2003,1.6918238993710693
776,Miller Genuine Draft (MGD), 2004,1.5678571428571426
777,Miller Genuine Draft (MGD), 2005,1.4631578947368422
778,Miller Genuine Draft (MGD), 2006,1.545
779,Miller Genuine Draft (MGD), 2007,1.5848039215686276
780,Miller Genuine Draft (MGD), 2008,1.5746192893401014
781,Miller Genuine Draft (MGD), 2009,1.6405405405405404
782,Miller Genuine Draft (MGD), 2010,1.6698795180722892
783,Miller Genuine Draft (MGD), 2011,1.5483146067415732
784,Miller Genuine Draft (MGD), 2012,1.6008064516129032
785,Miller Genuine Draft (MGD), 2013,1.7104761904761905
786,Miller Genuine Draft (MGD), 2014,1.6876106194690264
787,Miller Genuine Draft (MGD), 2015,1.8324675324675324
788,Miller Genuine Draft (MGD), 2016,1.8655737704918032
789,Miller Genuine Draft (MGD), 2017,1.9540983606557378
790,Miller Genuine Draft (MGD), 2018,2.1
791,Miller Genuine Draft (MGD), 2019,2.121212121212121
792,Miller Genuine Draft (MGD), 2020,1.9714285714285715
793,Miller Genuine Draft (MGD), 2021,2.1
794,OB Premier Pilsner, 2014,1.8
795,OB Premier Pilsner, 2015,2.4
796,OB Premier Pilsner, 2016,2.13
797,OB Premier Pilsner, 2017,2.19375
798,OB Premier Pilsner, 2018,2.16
799,OB Premier Pilsner, 2019,3.0
800,OB Premier Pilsner, 2021,2.8
801,Paulaner Hefe-Weissbier, 2000,3.92
802,Paulaner Hefe-Weissbier, 2001,3.7563636363636363
803,Paulaner Hefe-Weissbier, 2002,3.585714285714286
804,Paulaner Hefe-Weissbier, 2003,3.585714285714286
805,Paulaner Hefe-Weissbier, 2004,3.5293706293706295
806,Paulaner Hefe-Weissbier, 2005,3.663265306122449
807,Paulaner Hefe-Weissbier, 2006,3.7047872340425534
808,Paulaner Hefe-Weissbier, 2007,3.614930555555555
809,Paulaner Hefe-Weissbier, 2008,3.6317991631799162
810,Paulaner Hefe-Weissbier, 2009,3.473255813953488
811,Paulaner Hefe-Weissbier, 2010,3.62125
812,Paulaner Hefe-Weissbier, 2011,3.547096774193548
813,Paulaner Hefe-Weissbier, 2012,3.6107981220657277
814,Paulaner Hefe-Weissbier, 2013,3.6423076923076922
815,Paulaner Hefe-Weissbier, 2014,3.551282051282051
816,Paulaner Hefe-Weissbier, 2015,3.5719298245614035
817,Paulaner Hefe-Weissbier, 2016,3.571069182389937
818,Paulaner Hefe-Weissbier, 2017,3.5954081632653065
819,Paulaner Hefe-Weissbier, 2018,3.62890625
820,Paulaner Hefe-Weissbier, 2019,3.651190476190476
821,Paulaner Hefe-Weissbier, 2020,3.5561403508771927
822,Paulaner Hefe-Weissbier, 2021,3.607317073170732
823,Peroni Nastro Azzurro, 2001,2.5444444444444443
824,Peroni Nastro Azzurro, 2002,2.259259259259259
825,Peroni Nastro Azzurro, 2003,2.282051282051282
826,Peroni Nastro Azzurro, 2004,2.03125
827,Peroni Nastro Azzurro, 2005,2.045263157894737
828,Peroni Nastro Azzurro, 2006,2.1666666666666665
829,Peroni Nastro Azzurro, 2007,2.072380952380952
830,Peroni Nastro Azzurro, 2008,2.062809917355372
831,Peroni Nastro Azzurro, 2009,2.0615384615384618
832,Peroni Nastro Azzurro, 2010,2.083720930232558
833,Peroni Nastro Azzurro, 2011,2.118072289156627
834,Peroni Nastro Azzurro, 2012,2.2419847328244273
835,Peroni Nastro Azzurro, 2013,2.1075342465753426
836,Peroni Nastro Azzurro, 2014,2.114516129032258
837,Peroni Nastro Azzurro, 2015,2.193577981651376
838,Peroni Nastro Azzurro, 2016,2.3643678160919537
839,Peroni Nastro Azzurro, 2017,2.493181818181818
840,Peroni Nastro Azzurro, 2018,2.353125
841,Peroni Nastro Azzurro, 2019,2.370909090909091
842,Peroni Nastro Azzurro, 2020,2.602777777777778
843,Peroni Nastro Azzurro, 2021,2.3375
844,Pilsner Urquell, 2000,3.408333333333333
845,Pilsner Urquell, 2001,3.4512500000000004
846,Pilsner Urquell, 2002,3.4804347826086954
847,Pilsner Urquell, 2003,3.305314009661836
848,Pilsner Urquell, 2004,3.3731481481481485
849,Pilsner Urquell, 2005,3.331687242798354
850,Pilsner Urquell, 2006,3.1975206611570246
851,Pilsner Urquell, 2007,3.2513071895424837
852,Pilsner Urquell, 2008,3.2849840255591056
853,Pilsner Urquell, 2009,3.203755868544601
854,Pilsner Urquell, 2010,3.2046666666666668
855,Pilsner Urquell, 2011,3.2502732240437155
856,Pilsner Urquell, 2012,3.2448
857,Pilsner Urquell, 2013,3.3241877256317687
858,Pilsner Urquell, 2014,3.274230769230769
859,Pilsner Urquell, 2015,3.2840000000000003
860,Pilsner Urquell, 2016,3.245161290322581
861,Pilsner Urquell, 2017,3.2306666666666666
862,Pilsner Urquell, 2018,3.3476190476190477
863,Pilsner Urquell, 2019,3.4114583333333335
864,Pilsner Urquell, 2020,3.358730158730159
865,Pilsner Urquell, 2021,3.448780487804878
866,Platinum Pale Ale, 2016,3.3
867,Platinum Pale Ale, 2017,3.0
868,Platinum Pale Ale, 2018,2.1
869,Platinum Pale Ale, 2019,3.0
870,Platinum White Ale, 2017,4.1
871,Queen's Ale Blonde Type, 2014,3.0
872,Queen's Ale Blonde Type, 2015,3.266666666666667
873,Queen's Ale Blonde Type, 2016,2.7
874,Queen's Ale Blonde Type, 2018,2.8
875,Red Rock, 2003,1.2
876,Red Rock, 2004,1.2
877,Red Rock, 2005,1.1
878,Red Rock, 2006,2.066666666666667
879,Red Rock, 2007,2.8
880,Red Rock, 2008,1.9
881,Red Rock, 2011,2.1
882,Red Rock, 2012,2.2
883,Red Rock, 2013,2.0
884,Red Rock, 2018,1.45
885,Reeper B. Blondes Weissbier, 2018,2.5
886,Reeper B. Blondes Weissbier, 2019,2.733333333333333
887,Reeper B. Blondes Weissbier, 2020,3.0999999999999996
888,San Miguel, 2002,2.475
889,San Miguel, 2003,2.2714285714285714
890,San Miguel, 2004,1.9666666666666668
891,San Miguel, 2005,1.8909090909090909
892,San Miguel, 2006,1.6666666666666667
893,San Miguel, 2007,1.7777777777777777
894,San Miguel, 2008,1.8611111111111112
895,San Miguel, 2009,1.9899999999999998
896,San Miguel, 2010,2.2444444444444445
897,San Miguel, 2011,2.092857142857143
898,San Miguel, 2012,1.955
899,San Miguel, 2013,1.8076923076923077
900,San Miguel, 2014,1.9833333333333334
901,San Miguel, 2015,1.9454545454545455
902,San Miguel, 2016,2.21
903,San Miguel, 2017,1.9421052631578946
904,San Miguel, 2018,2.0
905,San Miguel, 2019,1.875
906,San Miguel, 2020,2.5
907,San Miguel, 2021,2.8
908,Sapporo Premium Beer / Draft Beer, 2000,2.35
909,Sapporo Premium Beer / Draft Beer, 2001,2.4130434782608696
910,Sapporo Premium Beer / Draft Beer, 2002,2.364885496183206
911,Sapporo Premium Beer / Draft Beer, 2003,2.173394495412844
912,Sapporo Premium Beer / Draft Beer, 2004,2.158181818181818
913,Sapporo Premium Beer / Draft Beer, 2005,2.0373737373737373
914,Sapporo Premium Beer / Draft Beer, 2006,2.2550724637681157
915,Sapporo Premium Beer / Draft Beer, 2007,2.1991869918699187
916,Sapporo Premium Beer / Draft Beer, 2008,2.2238993710691823
917,Sapporo Premium Beer / Draft Beer, 2009,2.173684210526316
918,Sapporo Premium Beer / Draft Beer, 2010,2.093150684931507
919,Sapporo Premium Beer / Draft Beer, 2011,2.3013333333333335
920,Sapporo Premium Beer / Draft Beer, 2012,2.2684684684684684
921,Sapporo Premium Beer / Draft Beer, 2013,2.242
922,Sapporo Premium Beer / Draft Beer, 2014,2.31156462585034
923,Sapporo Premium Beer / Draft Beer, 2015,2.4680851063829787
924,Sapporo Premium Beer / Draft Beer, 2016,2.4014705882352945
925,Sapporo Premium Beer / Draft Beer, 2017,2.5142857142857142
926,Sapporo Premium Beer / Draft Beer, 2018,2.4979591836734696
927,Sapporo Premium Beer / Draft Beer, 2019,2.646666666666667
928,Sapporo Premium Beer / Draft Beer, 2020,2.574193548387097
929,Sapporo Premium Beer / Draft Beer, 2021,2.5533333333333332
930,Sapporo Yebisu, 2000,2.9333333333333336
931,Sapporo Yebisu, 2001,2.9
932,Sapporo Yebisu, 2002,2.594871794871795
933,Sapporo Yebisu, 2003,2.248
934,Sapporo Yebisu, 2004,2.5933333333333333
935,Sapporo Yebisu, 2005,2.3400000000000003
936,Sapporo Yebisu, 2006,2.33125
937,Sapporo Yebisu, 2007,2.25
938,Sapporo Yebisu, 2008,2.435714285714286
939,Sapporo Yebisu, 2009,2.5413793103448277
940,Sapporo Yebisu, 2010,2.29
941,Sapporo Yebisu, 2011,2.555
942,Sapporo Yebisu, 2012,2.533333333333333
943,Sapporo Yebisu, 2013,2.341666666666667
944,Sapporo Yebisu, 2014,2.6411764705882352
945,Sapporo Yebisu, 2015,2.4941176470588236
946,Sapporo Yebisu, 2016,2.38
947,Sapporo Yebisu, 2017,2.81875
948,Sapporo Yebisu, 2018,2.625
949,Sapporo Yebisu, 2019,3.1142857142857143
950,Sapporo Yebisu, 2020,2.425
951,Schöfferhofer Grapefruit, 2007,2.429411764705882
952,Schöfferhofer Grapefruit, 2008,2.832142857142857
953,Schöfferhofer Grapefruit, 2009,2.404
954,Schöfferhofer Grapefruit, 2010,2.707692307692308
955,Schöfferhofer Grapefruit, 2011,2.5782608695652174
956,Schöfferhofer Grapefruit, 2012,2.536
957,Schöfferhofer Grapefruit, 2013,2.875925925925926
958,Schöfferhofer Grapefruit, 2014,2.8666666666666667
959,Schöfferhofer Grapefruit, 2015,3.0
960,Schöfferhofer Grapefruit, 2016,2.93375
961,Schöfferhofer Grapefruit, 2017,2.987878787878788
962,Schöfferhofer Grapefruit, 2018,2.9272727272727277
963,Schöfferhofer Grapefruit, 2019,3.0352941176470587
964,Schöfferhofer Grapefruit, 2020,2.9588235294117644
965,Schöfferhofer Grapefruit, 2021,3.264705882352941
966,Stella Artois, 2000,2.125
967,Stella Artois, 2001,3.0674418604651166
968,Stella Artois, 2002,2.8319148936170215
969,Stella Artois, 2003,2.6305732484076434
970,Stella Artois, 2004,2.6475
971,Stella Artois, 2005,2.480616740088106
972,Stella Artois, 2006,2.46875
973,Stella Artois, 2007,2.4921511627906976
974,Stella Artois, 2008,2.520807453416149
975,Stella Artois, 2009,2.5450236966824646
976,Stella Artois, 2010,2.435672514619883
977,Stella Artois, 2011,2.4015873015873015
978,Stella Artois, 2012,2.4879518072289155
979,Stella Artois, 2013,2.464489795918367
980,Stella Artois, 2014,2.459111111111111
981,Stella Artois, 2015,2.5300000000000002
982,Stella Artois, 2016,2.5318181818181817
983,Stella Artois, 2017,2.71858407079646
984,Stella Artois, 2018,2.691578947368421
985,Stella Artois, 2019,2.9464285714285716
986,Stella Artois, 2020,2.5714285714285716
987,Stella Artois, 2021,2.437037037037037
988,Stephans Bräu Hefe-Weizen Naturtrüb, 2011,1.925
989,Stephans Bräu Hefe-Weizen Naturtrüb, 2012,2.575
990,Stephans Bräu Hefe-Weizen Naturtrüb, 2013,2.463636363636364
991,Stephans Bräu Hefe-Weizen Naturtrüb, 2014,2.8666666666666667
992,Stephans Bräu Hefe-Weizen Naturtrüb, 2015,2.7125
993,Stephans Bräu Hefe-Weizen Naturtrüb, 2016,2.733333333333333
994,Stephans Bräu Hefe-Weizen Naturtrüb, 2017,2.33
995,Stephans Bräu Hefe-Weizen Naturtrüb, 2018,2.76875
996,Stephans Bräu Hefe-Weizen Naturtrüb, 2019,2.685714285714286
997,Stephans Bräu Hefe-Weizen Naturtrüb, 2020,2.972727272727273
998,Stephans Bräu Hefe-Weizen Naturtrüb, 2021,2.8333333333333335
999,Stephans Bräu Premium Lager, 2016,2.05
1000,Stephans Bräu Premium Lager, 2017,1.775
1001,Stephans Bräu Premium Lager, 2018,2.1555555555555554
1002,Stephans Bräu Premium Lager, 2019,1.8142857142857143
1003,Stephans Bräu Premium Lager, 2020,2.3428571428571425
1004,Stephans Bräu Premium Lager, 2021,2.7
1005,Stephans Bräu Premium Pilsener, 2011,2.316666666666667
1006,Stephans Bräu Premium Pilsener, 2012,1.85
1007,Stephans Bräu Premium Pilsener, 2013,2.075
1008,Stephans Bräu Premium Pilsener, 2014,1.5714285714285714
1009,Stephans Bräu Premium Pilsener, 2015,2.1166666666666667
1010,Stephans Bräu Premium Pilsener, 2016,2.35
1011,Stephans Bräu Premium Pilsener, 2017,2.2
1012,Stephans Bräu Premium Pilsener, 2018,2.0
1013,Stephans Bräu Premium Pilsener, 2019,2.0125
1014,Stephans Bräu Premium Pilsener, 2020,2.3333333333333335
1015,Stephans Bräu Premium Pilsener, 2021,2.55
1016,Suntory The Premium Malt's, 2002,2.6999999999999997
1017,Suntory The Premium Malt's, 2003,2.95
1018,Suntory The Premium Malt's, 2004,2.6
1019,Suntory The Premium Malt's, 2005,3.5
1020,Suntory The Premium Malt's, 2006,2.7222222222222223
1021,Suntory The Premium Malt's, 2007,2.8
1022,Suntory The Premium Malt's, 2008,2.966666666666667
1023,Suntory The Premium Malt's, 2009,2.914285714285714
1024,Suntory The Premium Malt's, 2010,2.4375
1025,Suntory The Premium Malt's, 2011,2.5166666666666666
1026,Suntory The Premium Malt's, 2012,2.5894736842105264
1027,Suntory The Premium Malt's, 2013,2.6681818181818184
1028,Suntory The Premium Malt's, 2014,2.58125
1029,Suntory The Premium Malt's, 2015,2.7263157894736842
1030,Suntory The Premium Malt's, 2016,2.66875
1031,Suntory The Premium Malt's, 2017,2.6454545454545455
1032,Suntory The Premium Malt's, 2018,2.6
1033,Suntory The Premium Malt's, 2019,2.314285714285714
1034,Suntory The Premium Malt's, 2020,3.75
1035,Suntory The Premium Malt's, 2021,2.4
1036,Tiger Beer, 2000,3.0
1037,Tiger Beer, 2001,3.5200000000000005
1038,Tiger Beer, 2002,2.6093023255813956
1039,Tiger Beer, 2003,2.2767857142857144
1040,Tiger Beer, 2004,2.1348484848484848
1041,Tiger Beer, 2005,2.019230769230769
1042,Tiger Beer, 2006,2.1577981651376144
1043,Tiger Beer, 2007,2.1056
1044,Tiger Beer, 2008,2.055769230769231
1045,Tiger Beer, 2009,1.981730769230769
1046,Tiger Beer, 2010,2.1064102564102565
1047,Tiger Beer, 2011,2.2404761904761905
1048,Tiger Beer, 2012,2.1471014492753624
1049,Tiger Beer, 2013,2.111188811188811
1050,Tiger Beer, 2014,2.125149700598802
1051,Tiger Beer, 2015,2.1219512195121952
1052,Tiger Beer, 2016,2.1402439024390243
1053,Tiger Beer, 2017,2.144
1054,Tiger Beer, 2018,2.246153846153846
1055,Tiger Beer, 2019,2.2851063829787237
1056,Tiger Beer, 2020,2.264705882352941
1057,Tiger Beer, 2021,2.357894736842105
1058,Tiger Radler Lemon, 2014,2.3666666666666667
1059,Tiger Radler Lemon, 2015,1.7666666666666666
1060,Tiger Radler Lemon, 2016,2.1
1061,Tiger Radler Lemon, 2017,2.48
1062,Tiger Radler Lemon, 2018,1.6
1063,Tiger Radler Lemon, 2019,1.5
1064,Tsingtao, 2000,2.075
1065,Tsingtao, 2001,2.2170731707317075
1066,Tsingtao, 2002,2.2016393442622952
1067,Tsingtao, 2003,2.120879120879121
1068,Tsingtao, 2004,2.173394495412844
1069,Tsingtao, 2005,2.0174311926605504
1070,Tsingtao, 2006,2.283333333333333
1071,Tsingtao, 2007,2.1433566433566433
1072,Tsingtao, 2008,1.9931506849315068
1073,Tsingtao, 2009,1.9267241379310345
1074,Tsingtao, 2010,1.8670731707317072
1075,Tsingtao, 2011,2.0110169491525425
1076,Tsingtao, 2012,1.9635838150289016
1077,Tsingtao, 2013,1.8697297297297295
1078,Tsingtao, 2014,2.000574712643678
1079,Tsingtao, 2015,1.9992753623188404
1080,Tsingtao, 2016,1.9813186813186814
1081,Tsingtao, 2017,2.4069767441860463
1082,Tsingtao, 2018,2.167692307692308
