,Aroma,Appearance,Flavor,Mouthfeel,Overall,맥주이름,Cluster
46,0.4126076598863845,0.3237719095809737,0.2841098774726464,0.2103356670169353,0.39147259645514565,Eichbaum Apostel Bräu,0
47,0.5413280865715692,0.47865102026603523,0.3952265652023522,0.3573476439020803,0.45005518276531886,Egger Zwickl,0
48,0.46921267830791924,0.32459888324976194,0.3324043247242401,0.23685032713372045,0.38945271112926017,Egger Märzenbier,0
49,0.38336100180357435,0.2543061214027593,0.2864202335045758,0.20337885025362057,0.3561196767025723,Holsten Premium Bier,1
50,0.9286884778635952,0.7631580949991446,0.6900202386488324,0.5544525262980068,0.8592711211851534,Franziskaner Hefe-Weissbier / Weissbier Naturtrub,2
51,0.4042640186915889,0.26022551187408594,0.279031669164841,0.20337885025362057,0.31457901068338345,Egger Grapefruit Radler,1
52,0.28585705824455865,0.24911576282952064,0.21889201448281115,0.1697234280638753,0.2827794723838799,Bavaria Pilsener / Premium Beer,1
53,0.31239589034452664,0.28296097358578653,0.2106712916725535,0.17269823454436828,0.26456601164465166,Bavaria 8.6 (Original),1
54,0.3208927693064437,0.2650946879069511,0.22867904223836422,0.1750900536646327,0.2766477573724174,Lapin Kulta IV A,1
55,0.4128986795479903,0.39567980340674946,0.3418116166004904,0.27968788024944924,0.44857907927641727,Grolsch Premium Lager,0
56,0.443941629775373,0.410540246502346,0.31889516635279347,0.26239309956137113,0.39944228618517874,Gambrinus Originál 10° (Desítka),0
57,0.16837332528137228,0.2288410208107654,0.13176091043902038,0.0948782410403064,0.17322001160914258,Castlemaine XXXX Gold Lager,1
58,0.8473426662772502,0.7304162749322483,0.6411286074002013,0.5149121834049556,0.8134505338883862,Leffe Brune / Bruin / Brown,2
59,0.20063188164516255,0.0,0.12773062288800785,0.048380165008849785,0.18732850894470177,Löwenbräu Original (4.2%),1
60,0.468925548955062,0.5245490633052439,0.35243870110698206,0.2612244282464087,0.47306232086825406,Asahi Super Dry Black,0
61,0.21791776056513323,0.14822065964253972,0.14435083815024896,0.12409580983641977,0.1970526685587486,Harbin Beer,1
62,0.3410605568255579,0.2705381237742963,0.2786972522234259,0.21283026893113133,0.355743278575545,Beck's,1
63,0.534593069770474,0.38240845546682856,0.29709111685165335,0.2257200528940727,0.38291664678440807,Hoegaarden Rosée,0
64,0.9283325135268078,0.8196079114144439,0.9999999999999999,0.9999999999999999,1.0,Platinum White Ale,2
65,0.6416625676340385,0.39341179747893307,0.4586904441625992,0.3573476439020803,0.6033536405909707,Platinum Pale Ale,0
66,0.6698019488259667,0.5267615018391236,0.4259393265468816,0.28243724656551306,0.5525150340873759,Brooklyn Special Effects (Hoppy Amber/Lager),0
67,0.6740320214942869,0.4320398440591908,0.44577661060839935,0.3330782951068417,0.5382877031325939,Schöfferhofer Grapefruit,0
68,0.7993310378750617,0.53547716879077,0.54082016987586,0.42161287951187243,0.6205059155924422,Volfas Engelman Grünberger Hefeweizen,2
69,0.4849826144478181,0.39341179747893307,0.3581523316515385,0.29640647220313965,0.45038787775457145,Berliner Kindl Jubiläums Pilsener Premium,0
70,0.11132316773241524,0.3365856489541983,0.10403935585533652,0.12170844666617653,0.07377714992053686,Red Rock,1
71,0.7173095893741265,0.6955227997033546,0.5461930204119702,0.4359511962112056,0.7088660876438573,Erdinger Weissbier Dunkel,2
72,0.5007057456111804,0.39585618322047234,0.39540550039859157,0.3239118187384442,0.5069204025526892,Warsteiner Premium Verum,0
73,0.7939559763895722,0.5532353402047496,0.4750230600714862,0.4376791884143202,0.5658330390252517,Queen's Ale Blonde Type,2
74,0.8768716701435538,0.6799758073319269,0.6582969595391955,0.5219620429772281,0.8375660913583469,Hoegaarden,2
